Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Song, C., Wang, Z., Yang, J., Zhang, R., Cui, Y.","34873502800; 7410042194; 57192451829; 34874193200; 7402595809","Preparation of 2-mercaptobenzothiazole-labeled immuno-Au aggregates for SERS-based immunoassay",2010,"Colloids and Surfaces B: Biointerfaces",81,"1",,285,288,,14,10.1016/j.colsurfb.2010.07.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956010811&partnerID=40&md5=1cbf9c269c6bfb10e45d94dfdae56081",Article,Final,,Scopus,2-s2.0-77956010811
"Yang, L.W., Zhang, Y.Y., Li, J.J., Li, Y., Zhong, J.X., Chu, P.K.","7406279568; 10242910600; 9746438000; 36698102000; 7201488533; 56426644700","Magnetic and upconverted luminescent properties of multifunctional lanthanide doped cubic KGdF<inf>4</inf> nanocrystals",2010,"Nanoscale",2,"12",,2805,2810,,74,10.1039/c0nr00326c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649875431&partnerID=40&md5=c36896fd9c02e1062662e9daa4f0ae37",Article,Final,,Scopus,2-s2.0-78649875431
"Yu, X.-F., Sun, Z., Li, M., Xiang, Y., Wang, Q.-Q., Tang, F., Wu, Y., Cao, Z., Li, W.","7404115796; 57207169792; 56908386700; 54387852200; 7406917584; 37032105900; 7406893960; 7402432583; 8231935800","Neurotoxin-conjugated upconversion nanoprobes for direct visualization of tumors under near-infrared irradiation",2010,"Biomaterials",31,"33",,8724,8731,,92,10.1016/j.biomaterials.2010.07.099,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957303283&partnerID=40&md5=e1ffd5e687b3497d2ffe451b0a986c78",Article,Final,,Scopus,2-s2.0-77957303283
"Thyagarajan, S., Leiding, T., Årsköld, S.P., Cheprakov, A.V., Vinogradov, S.A.","57200903186; 14037797800; 55663162000; 6602229015; 35600607300","Highly non-planar dendritic porphyrin for pH sensing: Observation of porphyrin monocation",2010,"Inorganic Chemistry",49,"21",,9909,9920,,61,10.1021/ic100968p,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78049280722&partnerID=40&md5=4da09e5eda46d7c57ad14cc095763602",Article,Final,,Scopus,2-s2.0-78049280722
"Bharali, D.J., Mousa, S.A.","6508310920; 7102645283","Emerging nanomedicines for early cancer detection and improved treatment: Current perspective and future promise",2010,"Pharmacology and Therapeutics",128,"2",,324,335,,146,10.1016/j.pharmthera.2010.07.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957019614&partnerID=40&md5=b219a3667b8cfa7f41844c4d0cf8d4b0",Review,Final,,Scopus,2-s2.0-77957019614
"Fan, H.-M., Olivo, M., Shuter, B., Yi, J.-B., Bhuvaneswari, R., Tan, H.-R., Xing, G.-C., Ng, C.-T., Liu, L., Lucky, S.S., Bay, B.-H., Ding, J.","55599367300; 7004016594; 7003367304; 8568145300; 14032761500; 35093464900; 22982076400; 36622965300; 55715694500; 24460672800; 7004973325; 35848560700","Quantum dot capped magnetite nanorings as high performance nanoprobe for multiphoton fluorescence and magnetic resonance imaging",2010,"Journal of the American Chemical Society",132,"42",,14803,14811,,119,10.1021/ja103738t,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77958452567&partnerID=40&md5=1bb2f3b2dadbc8bd3790260201500070",Article,Final,,Scopus,2-s2.0-77958452567
"Song, S., Qin, Y., He, Y., Huang, Q., Fan, C., Chen, H.-Y.","8527635200; 7403100507; 35361794600; 57217861090; 57195356075; 10239243000","Functional nanoprobes for ultrasensitive detection of biomolecules",2010,"Chemical Society Reviews",39,"11",,4234,4243,,462,10.1039/c000682n,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77958049462&partnerID=40&md5=d947cbfdf2235631623a82c05378cc08",Article,Final,,Scopus,2-s2.0-77958049462
"Hankus, M.E., Stratis-Cullum, D.N., Pellegrino, P.M.","8627316000; 6507665807; 7004991339","Towards advanced biological detection using surface enhanced Raman scattering (SERS)-based sensors",2010,"Proceedings of SPIE - The International Society for Optical Engineering",7759,"", 77590G,,,,10,10.1117/12.859267,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957841727&partnerID=40&md5=6fa062f926191aa0905adde23f542323",Conference Paper,Final,,Scopus,2-s2.0-77957841727
"Wang, X., Geng, J., Miyoshi, D., Ren, J., Sugimoto, N., Qu, X.","57217172080; 57201304315; 6601952736; 35079344500; 7202844630; 55840958200","A rapid and sensitive add-mix-measure assay for multiple proteinases based on one gold nanoparticle-peptide-fluorophore conjugate",2010,"Biosensors and Bioelectronics",26,"2",,743,747,,20,10.1016/j.bios.2010.06.046,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956911286&partnerID=40&md5=6585d337ae74f9aaf9f30cea26513e4d",Article,Final,,Scopus,2-s2.0-77956911286
"Zhan, Z., Cao, C., Sim, S.J.","37035648400; 13003322400; 55665584200","Quantitative detection of DNA by autocatalytic enlargement of hybridized gold nanoprobes",2010,"Biosensors and Bioelectronics",26,"2",,511,516,,14,10.1016/j.bios.2010.07.061,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956934513&partnerID=40&md5=8c1ab38e93317eda660c40fcedad5572",Article,Final,,Scopus,2-s2.0-77956934513
"Wang, L., Kalyanasundaram, K., Stanacevic, M., Gouma, P.","55721306700; 14621459800; 6602505795; 35562766500","Nanosensor device for breath acetone detection",2010,"Sensor Letters",8,"5",,709,712,,73,10.1166/sl.2010.1334,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79955442477&partnerID=40&md5=57adc89594795d0917961688314bb41a",Article,Final,,Scopus,2-s2.0-79955442477
"Zhang, L., Dong, W.-F., Tang, Z.-Y., Song, J.-F., Xia, H., Sun, H.-B.","35192450900; 7202224319; 7403305830; 55250445300; 7201927801; 7404826983","Surface-enhanced Raman scattering substrates of high-density and high-homogeneity hot spots by magneto-metal nanoprobe assembling",2010,"Optics Letters",35,"19",,3297,3299,,25,10.1364/OL.35.003297,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78149239415&partnerID=40&md5=4e8efa13d6551cd9bd46bd72dec9df7d",Article,Final,,Scopus,2-s2.0-78149239415
"Wang, C., Hossain, M., Ma, L., Ma, Z., Hickman, J.J., Su, M.","35727996100; 57203734814; 7403574151; 25628175800; 7102666081; 7403167084","Highly sensitive thermal detection of thrombin using aptamer-functionalized phase change nanoparticles",2010,"Biosensors and Bioelectronics",26,"2",,437,443,,21,10.1016/j.bios.2010.07.097,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956896556&partnerID=40&md5=0c59dc99d59ad3ddff72b599fc113038",Article,Final,,Scopus,2-s2.0-77956896556
"Kane, T.","7101829413","300mm wafer atomic force probe characterization methodology",2010,"Proceedings of the International Symposium on the Physical and Failure Analysis of Integrated Circuits, IPFA",,"", 5531988,,,,,10.1109/IPFA.2010.5531988,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956448136&partnerID=40&md5=622c41a9fc36fc636af412d612876539",Conference Paper,Final,,Scopus,2-s2.0-77956448136
"Ran, J., Zhang, J., Yao, W., Wei, Y.","36905218000; 37065678200; 7202290280; 7404094733","Properties of Cu film and Ti/Cu film on polyimide prepared by ion beam techniques",2010,"Applied Surface Science",256,"23",,7010,7017,,10,10.1016/j.apsusc.2010.05.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955304131&partnerID=40&md5=145769001a9d336aa0d6c04ba28cabd4",Article,Final,,Scopus,2-s2.0-77955304131
"Lee, Y.-D., Lim, C.-K., Kim, S., Kwon, I.C., Kim, J.","36096811800; 7403654303; 57194395678; 7101727933; 56443487800","Squaraine-doped functional nanoprobes: Lipophilically protected near-infrared fluorescence for bioimaging",2010,"Advanced Functional Materials",20,"17",,2786,2793,,22,10.1002/adfm.201000650,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956920963&partnerID=40&md5=d7368b4c1ce37e3a16d3478c0a507255",Article,Final,,Scopus,2-s2.0-77956920963
"Hu, M., He, Y., Song, S., Yan, J., Lu, H.-T., Weng, L.-X., Wang, L.-H., Fan, C.","8965085500; 35361794600; 8527635200; 55454256900; 14048536200; 7102793499; 56153276300; 57195356075","DNA-bridged bioconjugation of fluorescent quantum dots for highly sensitive microfluidic protein chips",2010,"Chemical Communications",46,"33",,6126,6128,,32,10.1039/c0cc01608j,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955837332&partnerID=40&md5=80ea4bf5cdbd2e3bc2363d4e84ab5dfa",Article,Final,,Scopus,2-s2.0-77955837332
"Sakadžić, S., Roussakis, E., Yaseen, M.A., Mandeville, E.T., Srinivasan, V.J., Arai, K., Ruvinskaya, S., Devor, A., Lo, E.H., Vinogradov, S.A., Boas, D.A.","6602764166; 10340941900; 8550734200; 36554542100; 8601885100; 35279133400; 25825631000; 6603549654; 7101706022; 35600607300; 7005386245","Two-photon high-resolution measurement of partial pressure of oxygen in cerebral vasculature and tissue",2010,"Nature Methods",7,"9",,755,759,,313,10.1038/nmeth.1490,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956323278&partnerID=40&md5=ff4c7594043265253104f34b5d7688cd",Article,Final,,Scopus,2-s2.0-77956323278
"Goertz, M.P., Moore, N.W.","16401404500; 13403479900","Mechanics of soft interfaces studied with displacement-controlled scanning force microscopy",2010,"Progress in Surface Science",85,"9-12",,347,397,,19,10.1016/j.progsurf.2010.07.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78049528601&partnerID=40&md5=fb686d7ed286d9e98279f98830fe9c70",Review,Final,,Scopus,2-s2.0-78049528601
"Wabuyele, M.B., Yan, F., Vo-Dinh, T.","9740599700; 35622681900; 7101999017","Plasmonics nanoprobes: Detection of single-nucleotide polymorphisms in the breast cancer BRCA1 gene",2010,"Analytical and Bioanalytical Chemistry",398,"2",,729,736,,31,10.1007/s00216-010-3992-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957879858&partnerID=40&md5=991cde0371b7f927e9ca1394a86edd08",Article,Final,,Scopus,2-s2.0-77957879858
"Huang, K.-T., Lin, T.-J., Hsu, M.-H.","34968216800; 36822516200; 54797484300","Determination of cyclic GMP concentration using a gold nanoparticle-modified optical fiber",2010,"Biosensors and Bioelectronics",26,"1",,11,15,,7,10.1016/j.bios.2010.04.050,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79955548096&partnerID=40&md5=c3b0dd11d3ccb3ead6dbfa1bc5ea241f",Article,Final,,Scopus,2-s2.0-79955548096
"Bogle, S.N., Nittala, L.N., Twesten, R.D., Voyles, P.M., Abelson, J.R.","22978701900; 6505924269; 7003713789; 7003471533; 7102191620","Size analysis of nanoscale order in amorphous materials by variable-resolution fluctuation electron microscopy",2010,"Ultramicroscopy",110,"10",,1273,1278,,26,10.1016/j.ultramic.2010.05.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956190438&partnerID=40&md5=dd08fd048becf4bbd34cbe8783f4b4a3",Article,Final,,Scopus,2-s2.0-77956190438
"Lee, K., Lee, H., Bae, K.H., Park, T.G.","24399640000; 55233457200; 14051493400; 7401801938","Heparin immobilized gold nanoparticles for targeted detection and apoptotic death of metastatic cancer cells",2010,"Biomaterials",31,"25",,6530,6536,,112,10.1016/j.biomaterials.2010.04.046,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953962218&partnerID=40&md5=e2f29fb08514f9b6a5a6bf66409f82ac",Article,Final,,Scopus,2-s2.0-77953962218
"Tsai, T.-L., Shieh, D.-B., Yeh, C.-S., Tzeng, Y., Htet, K., Chuang, K.-S., Hwu, J.R., Su, W.-C.","55435101500; 7006001184; 7401671838; 7102151725; 36614334100; 8350619300; 7102275811; 57154874700","The down regulation of target genes by photo activated DNA nanoscissors",2010,"Biomaterials",31,"25",,6545,6554,,7,10.1016/j.biomaterials.2010.04.058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953961678&partnerID=40&md5=368d0cfc937517b74ab625a4caf6e7a6",Article,Final,,Scopus,2-s2.0-77953961678
"Zhang, J., Fu, Y., Li, G., Nowaczyk, K., Zhao, R.Y., Lakowicz, J.R.","54785627700; 35236833900; 35847699800; 6603597286; 55663793600; 36038082400","Direct observation to chemokine receptor 5 on T-lymphocyte cell surface using fluorescent metal nanoprobes",2010,"Biochemical and Biophysical Research Communications",400,"1",,111,116,,11,10.1016/j.bbrc.2010.08.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79953162624&partnerID=40&md5=b8e7ed38498c5dc9c5f4846f5d17ef94",Article,Final,,Scopus,2-s2.0-79953162624
"Pantazis, P., Maloney, J., Wu, D., Fraser, S.E.","15835571800; 36808519900; 56232361900; 7201735128","Second harmonic generating (SHG) nanoprobes for in vivo imaging",2010,"Proceedings of the National Academy of Sciences of the United States of America",107,"33",,14535,14540,,213,10.1073/pnas.1004748107,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957096843&partnerID=40&md5=755c2ce05c7d04a742d172575e40b1eb",Article,Final,Open Access,Scopus,2-s2.0-77957096843
"Tian, B., Cohen-Karni, T., Qing, Q., Duan, X., Xie, P., Lieber, C.M.","56640576700; 25635456900; 9746065700; 16175083900; 35235721400; 35411190100","Three-dimensional, flexible nanoscale field-effect transistors as localized bioprobes",2010,"Science",329,"5993",,830,834,,568,10.1126/science.1192033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955600944&partnerID=40&md5=e9edf5ced520885701a5390a67188d2e",Article,Final,,Scopus,2-s2.0-77955600944
"Zhang, C., Wang, Y., Huang, L., Wu, Y.","55559106600; 35839415300; 35237358500; 55707373400","Electrical transport study of magnetomechanical nanocontact in ultrahigh vacuum using carbon nanowalls",2010,"Applied Physics Letters",97,"6", 062102,,,,10,10.1063/1.3478239,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955753574&partnerID=40&md5=e21fb668779c51082f35e6606e37164d",Article,Final,,Scopus,2-s2.0-77955753574
"Jia, Y., Li, H., Zhang, B., Wei, X., Zhang, Z., Liu, Z., Xu, Y.","35366679900; 57206827582; 7406906568; 33068477600; 57192635148; 57192441127; 7406451307","Development of functional nanoprobes for optical near-field characterization",2010,"Journal of Physics Condensed Matter",22,"33", 334218,,,,7,10.1088/0953-8984/22/33/334218,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956896872&partnerID=40&md5=422599937752a2aa759ad504d11df650",Article,Final,,Scopus,2-s2.0-77956896872
"Shu, D., Maser, J.","7103152051; 7004515096","Study of precision weak-link stage systems with large travel range and sub-nanometer-scale resolution",2010,"AIP Conference Proceedings",1234,"",,449,452,,3,10.1063/1.3463237,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955033790&partnerID=40&md5=8fb01fc910c1e33b41f4dceedb7920ef",Conference Paper,Final,,Scopus,2-s2.0-77955033790
"Shu, D.","7103152051","Nanopositioning techniques development for synchrotron radiation instrumentation applications at the Advanced Photon Source",2010,"AIP Conference Proceedings",1234,"",,263,266,,1,10.1063/1.3463186,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955015276&partnerID=40&md5=250fa2725a4309d225ae8d34b8fe4295",Conference Paper,Final,,Scopus,2-s2.0-77955015276
"Somogyi, A., Polack, F., Moreno, T.","7102329823; 7006754267; 16053228000","Nanoscopium: A scanning hard X-ray nanoprobe beamline at synchrotron soleil",2010,"AIP Conference Proceedings",1234,"",,395,398,,10,10.1063/1.3463222,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955042686&partnerID=40&md5=64d2c6138dc50696dc5411fb68c23992",Conference Paper,Final,,Scopus,2-s2.0-77955042686
"Chubar, O., Chu, Y.S., Kaznatcheev, K., Yan, H.","12646025500; 7403051054; 26039238300; 8971693700","Performance optimization for hard x-ray microscopy beamlines guided by partially-coherent wavefront propagation calculations",2010,"AIP Conference Proceedings",1234,"",,75,78,,5,10.1063/1.3463322,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955043434&partnerID=40&md5=cf3019243ce3526bc2406c6cdfd1bc77",Conference Paper,Final,,Scopus,2-s2.0-77955043434
"Peng, C., Hu, W., Zhou, Y., Fan, C., Huang, Q.","57193269610; 57199745195; 36614853800; 57195356075; 57217861090","Intracellular imaging with a graphene-based fluorescent probe",2010,"Small",6,"15",,1686,1692,,231,10.1002/smll.201000560,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955209317&partnerID=40&md5=7463f6415a865f3686d8140e28792523",Article,Final,,Scopus,2-s2.0-77955209317
"Workman, P., Collins, I.","7102917811; 7005095597","Probing the probes: Fitness factors for small molecule tools",2010,"Assay and Drug Development Technologies",8,"4",,411,412,,,10.1089/adt.2010.0804.lr,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956411899&partnerID=40&md5=43ff7db41d2c473001c78361ba94a0cc",Note,Final,,Scopus,2-s2.0-77956411899
[No author name available],[No author name available],"Non-invasive magnetic resonance imaging of blood vessel growth in tumors using nanosized contrast agents",2010,"Experimental Biology and Medicine",235,"8",,,,viii,,10.1258/ebm.2010.010f07,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955698212&partnerID=40&md5=b5e6bc4aafbd482ae69ff313b253cb6d",Short Survey,Final,Open Access,Scopus,2-s2.0-77955698212
"Kessinger, C.W., Khemtong, C., Togao, O., Takahashi, M., Sumer, B.D., Gao, J.","56588789000; 23497453700; 8243140600; 55624482711; 24725426900; 7404475594","In vivo angiogenesis imaging of solid tumors by α<inf>v</inf>β <inf>3</inf>-targeted, dual-modality micellar nanoprobes",2010,"Experimental Biology and Medicine",235,"8",,957,965,,24,10.1258/ebm.2010.010096,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955677156&partnerID=40&md5=033d44d0fbc196fc014a30d48a75c967",Article,Final,,Scopus,2-s2.0-77955677156
"Biskupek, J., Leschner, J., Walther, P., Kaiser, U.","6506142032; 36080916000; 35393146500; 7102884063","Optimization of STEM tomography acquisition - A comparison of convergent beam and parallel beam STEM tomography",2010,"Ultramicroscopy",110,"9",,1231,1237,,38,10.1016/j.ultramic.2010.05.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955517227&partnerID=40&md5=4381091384c5fe817b3cab5492282953",Article,Final,,Scopus,2-s2.0-77955517227
"Luo, Y., Sun, W., Gu, Y., Wang, G., Fang, N.","55712587900; 55574205633; 7403042995; 7407149915; 7101852950","Wavelength-dependent differential interference contrast microscopy: Multiplexing detection using nonfluorescent nanoparticles",2010,"Analytical Chemistry",82,"15",,6675,6679,,12,10.1021/ac101336d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955167876&partnerID=40&md5=5016c5a16f2cb4f4739f4b711ff63c27",Conference Paper,Final,,Scopus,2-s2.0-77955167876
"Liu, Z., Peng, R.","35237793300; 57201599414","Inorganic nanomaterials for tumor angiogenesis imaging",2010,"European Journal of Nuclear Medicine and Molecular Imaging",37,"SUPPL. 1",,S147,S163,,41,10.1007/s00259-010-1452-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956264082&partnerID=40&md5=0009017dc1b5bd20265757dfe956a641",Review,Final,,Scopus,2-s2.0-77956264082
"Schwartz, J.","55469568600","Optical gain in plasmonic waveguides opens door to subwavelength applications",2010,"Photonics Spectra",44,"8",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649569064&partnerID=40&md5=b38b807ad2ed3c28eca94ec9352e4e15",Article,Final,,Scopus,2-s2.0-78649569064
